dates,state,confirmed,tested,deceased,recovered,vaccinated,population
2020-12-30,TN,945,70196,17,1060,0,75695000
2020-12-31,TN,937,68761,13,1038,0,75695000
2021-03-10,KL,2475,62486,14,4192,55644,35125000
2021-03-11,KL,2133,69838,13,3753,57036,35125000
2021-03-12,KL,1780,52134,14,3377,123018,35125000
2021-03-13,KL,2035,58344,12,3256,72078,35125000
2021-03-14,KL,1792,50565,15,3238,7335,35125000
2021-03-15,KL,1054,38410,11,3463,140683,35125000
2021-03-16,KL,1970,60974,15,2884,146849,35125000
2021-03-17,KL,2098,60193,13,2815,55216,35125000
2021-03-18,KL,1899,54314,15,2119,150941,35125000
2021-03-19,KL,1984,53184,17,1965,136965,35125000
2021-03-20,KL,2078,58777,15,2211,117839,35125000
2021-03-21,MH,30535,138199,99,11314,12970,122153000
2021-03-22,MH,24645,105830,58,19463,276354,122153000
2021-03-23,MH,28699,122433,132,13165,189001,122153000
2021-03-24,MH,31855,140844,95,15098,270937,122153000
2021-03-25,MH,35952,153447,111,20444,214123,122153000
2021-03-26,MH,36902,156685,112,17019,265862,122153000
2021-03-27,MH,35726,157311,166,14523,231277,122153000
2021-03-28,MH,40414,165591,108,17874,20566,122153000
2021-01-29,TG,197,31486,2,356,15360,37220000
2021-01-30,TG,186,33088,2,367,2000,37220000
2021-01-31,TG,163,37372,1,276,0,37220000
2021-02-01,TG,118,17686,2,264,165,37220000
2021-02-02,TG,152,36058,1,221,1272,37220000
2021-02-03,TG,185,40203,2,197,6689,37220000
2021-02-04,TG,177,41343,2,198,11547,37220000
2021-02-05,TG,169,37387,1,189,5388,37220000
2021-02-06,TG,161,35421,1,147,15437,37220000
2021-02-07,TG,150,34805,2,186,0,37220000
2021-03-26,UT,186,13432,1,161,25405,11141000
2021-03-27,UT,257,6701,1,67,16184,11141000
2021-03-28,UT,366,15786,3,42,137,11141000
2021-03-29,UT,109,4767,-1,40,0,11141000
2021-03-30,UT,128,8907,2,147,17186,11141000
2021-03-31,UT,293,11354,4,118,15892,11141000
2021-04-01,UT,500,17870,2,125,41062,11141000
2021-04-02,UT,364,9655,2,194,86713,11141000
2021-04-03,UT,439,9094,4,176,44231,11141000
2021-04-04,UT,550,35118,2,148,45643,11141000
2021-04-05,UT,547,28381,2,323,69115,11141000
2021-03-09,WB,188,17238,1,198,159042,96906000
2021-03-10,WB,241,18272,2,256,136535,96906000
2021-03-11,WB,244,19810,3,258,66663,96906000
2021-03-12,WB,277,19376,1,253,199224,96906000
2021-03-13,WB,276,17835,1,269,129938,96906000
2021-03-14,WB,283,21178,4,275,14559,96906000
2021-03-15,WB,251,13370,3,244,252772,96906000
2021-05-23,PB,5021,83258,192,8527,60663,29859000
2021-04-03,TT,92994,1166716,514,60059,2925356,1332900000
2021-05-17,JK,3344,34637,73,4042,14466,13203000
2021-07-15,MP,20,77414,2,36,448865,82232000
2021-05-28,RJ,2648,46536,78,11177,126681,77264000
2021-05-29,RJ,2314,52201,70,8108,204319,77264000
2021-05-30,RJ,2298,49437,66,9636,104221,77264000
2021-05-31,RJ,1498,20040,68,8000,151783,77264000
2021-06-01,RJ,1002,51671,65,6114,105232,77264000
2021-06-02,RJ,1276,48902,65,6038,112604,77264000
2021-07-12,ML,273,2633,5,523,13769,3224000
2021-07-13,ML,365,5636,5,506,16876,3224000
2021-07-14,ML,422,4530,3,458,12355,3224000
2021-07-15,ML,412,5540,5,338,16908,3224000
2021-09-06,PY,32,3434,1,78,4435,1504000
2021-09-07,PY,127,5479,1,66,3322,1504000
2021-09-08,PY,125,0,0,113,0,1504000
2021-05-20,LA,107,1749,1,106,1759,293000
2021-05-21,LA,121,1921,1,110,2110,293000
2021-05-22,LA,131,1440,3,211,1599,293000
2021-05-23,LA,130,810,2,122,72,293000
2021-05-24,LA,125,3028,0,184,1929,293000
2021-05-25,LA,278,2553,1,179,2225,293000
2021-08-07,NL,106,1719,1,75,1289,2150000
2021-08-08,NL,77,1061,2,89,632,2150000
2021-08-09,NL,81,1812,0,60,4131,2150000
2021-08-10,NL,102,2149,0,117,5535,2150000
2021-08-11,NL,64,2269,6,78,3870,2150000
2021-08-12,NL,80,5460,2,82,2173,2150000
2021-08-13,NL,81,-1395,1,81,3277,2150000
2021-08-14,NL,61,1386,3,124,899,2150000
2021-08-15,NL,54,1109,4,102,183,2150000
2021-05-01,OR,10413,47462,11,5634,15007,43671000
2021-05-02,OR,8015,46560,14,6527,1669,43671000
2021-05-03,OR,8914,46643,5,6488,42054,43671000
2021-05-04,OR,8216,43682,15,6164,28159,43671000
2021-05-05,OR,9889,48101,16,6176,23145,43671000
2021-05-06,OR,10521,48314,17,6854,49650,43671000
2021-05-07,OR,12238,50799,19,8401,76832,43671000
2021-05-08,OR,11807,50864,21,7664,65751,43671000
2021-03-13,TR,2,769,0,10,3868,3992000
2021-03-14,TR,2,551,0,0,513,3992000
2021-03-15,TR,0,894,0,0,20810,3992000
2021-03-16,TR,11,0,0,3,19183,3992000
2021-03-17,TR,1,613,0,10,10167,3992000
2021-03-18,TR,3,771,0,2,30382,3992000
2021-03-19,TR,10,764,0,1,33568,3992000
2021-03-20,TR,5,827,0,1,29151,3992000
2021-03-21,TR,5,904,0,0,4980,3992000
2021-03-22,TR,0,266,0,0,52692,3992000
2021-03-23,TR,6,766,1,1,41695,3992000
2021-01-22,KA,324,92581,3,890,45892,65798000
2021-01-23,KA,902,86410,3,542,4272,65798000
2021-01-24,KA,573,81114,4,401,2478,65798000
2021-01-25,KA,375,59427,3,1036,39723,65798000
2021-01-26,KA,529,65563,4,738,435,65798000
2021-01-27,KA,428,58695,3,760,36204,65798000
2021-01-28,KA,550,66061,2,644,18278,65798000
2021-01-29,KA,468,68532,2,607,21802,65798000
2021-01-30,KA,464,73488,2,547,7479,65798000
2021-01-31,KA,522,75451,4,465,0,65798000
2021-02-01,KA,388,53316,3,470,858,65798000
2021-02-02,KA,395,60151,3,412,140,65798000
2020-10-30,UP,2187,148241,24,2590,0,224979000
2020-10-31,UP,1781,145905,18,2426,0,224979000
2020-11-01,UP,1969,150000,26,2388,0,224979000
2020-11-02,UP,1777,135772,25,2040,0,224979000
2020-11-03,UP,1726,158125,13,2210,0,224979000
2020-11-04,UP,2167,146995,15,2014,0,224979000
2020-11-05,UP,1852,155220,27,1351,0,224979000
2020-11-06,UP,2173,153043,24,2167,0,224979000
2020-11-07,UP,1894,161081,25,2010,0,224979000
2020-11-08,UP,2142,165968,26,1858,0,224979000
2021-01-01,TN,921,67151,13,1029,0,75695000
2021-01-02,TN,910,62401,11,1007,0,75695000
2021-01-03,TN,867,61077,10,1002,0,75695000
2021-01-04,TN,838,60502,10,985,0,75695000
2021-01-05,TN,820,60304,11,971,0,75695000
2021-01-06,TN,811,63582,11,943,0,75695000
2021-01-07,TN,805,64364,12,911,0,75695000
2021-01-08,TN,790,64231,8,897,0,75695000
2021-01-09,TN,761,65513,7,882,0,75695000
2021-01-10,TN,724,64080,7,857,0,75695000
2021-01-11,TN,682,60314,6,869,0,75695000
2021-03-21,KL,1875,44675,13,2251,6077,35125000
2021-03-22,KL,1239,34821,12,1766,129020,35125000
2021-03-23,KL,1985,57425,10,2172,126271,35125000
2021-03-24,KL,2456,56740,10,2060,60307,35125000
2021-03-25,KL,1989,51027,12,1865,153694,35125000
2021-03-26,KL,1825,52252,14,1917,132400,35125000
2021-03-27,KL,2055,52288,14,2084,114701,35125000
2021-03-28,KL,2216,47229,12,1853,11964,35125000
2021-03-29,KL,1549,37377,11,1897,150010,35125000
2021-03-30,KL,2389,58557,16,1946,158241,35125000
2021-03-31,KL,2653,49427,15,2039,62057,35125000
2021-03-29,MH,31643,136848,102,20854,36063,122153000
2021-03-30,MH,27918,129876,139,23820,210461,122153000
2021-03-31,MH,39544,167078,227,23600,216211,122153000
2021-04-01,MH,43183,183198,249,32641,310639,122153000
2021-04-02,MH,47913,183378,481,24126,507524,122153000
2021-04-03,MH,49447,184404,277,37821,326744,122153000
2021-04-04,MH,57074,196988,222,27508,332677,122153000
2021-04-05,MH,47288,175682,155,26252,440327,122153000
2021-04-06,MH,55469,201693,297,34256,432069,122153000
2021-04-07,MH,59907,231250,322,30296,390243,122153000
2021-04-08,MH,56286,236815,376,36130,388971,122153000
2021-04-09,MH,58993,245707,301,45391,294193,122153000
2021-02-08,TG,101,18252,1,197,19923,37220000
2021-02-09,TG,149,31831,1,186,14638,37220000
2021-02-10,TG,157,29666,1,163,14457,37220000
2021-02-11,TG,146,29755,0,118,12493,37220000
2021-02-12,TG,143,28337,1,152,7635,37220000
2021-02-13,TG,151,27259,0,185,3938,37220000
2021-02-14,TG,146,26274,2,177,0,37220000
2021-02-15,TG,99,15766,2,169,11254,37220000
2021-02-16,TG,129,24851,1,161,39405,37220000
2021-02-17,TG,148,24695,1,150,388,37220000
2021-02-18,TG,163,24920,2,101,19878,37220000
2021-02-19,TG,165,23761,1,149,13215,37220000
2021-04-06,UT,791,48863,7,351,76072,11141000
2021-04-07,UT,1109,31249,5,88,52291,11141000
2021-04-08,UT,787,30074,3,265,68886,11141000
2021-04-09,UT,748,32169,5,327,60870,11141000
2021-04-10,UT,1233,33668,3,317,39891,11141000
2021-04-11,UT,1333,32618,8,243,25208,11141000
2021-04-12,UT,1334,36432,7,605,53185,11141000
2021-04-13,UT,1925,46126,13,405,41129,11141000
2021-04-14,UT,1953,45256,13,483,28882,11141000
2021-04-15,UT,2220,38611,9,397,34893,11141000
2021-04-16,UT,2402,32944,17,1080,52097,11141000
2021-03-16,WB,255,17042,2,242,198200,96906000
2021-03-17,WB,303,17891,1,272,130080,96906000
2021-03-18,WB,323,19509,2,268,132315,96906000
2021-03-19,WB,347,20425,1,290,333098,96906000
2021-03-20,WB,383,22779,2,298,148462,96906000
2021-03-21,WB,422,20665,3,295,18795,96906000
2021-03-22,WB,368,16008,2,296,291575,96906000
2021-03-23,WB,404,18243,2,320,183929,96906000
2021-03-24,WB,462,22165,2,334,124931,96906000
2021-03-25,WB,516,23014,4,344,122227,96906000
2021-03-26,WB,646,24034,4,361,315805,96906000
2021-03-27,WB,812,24413,2,433,177273,96906000
2021-05-24,PB,4481,56119,187,6803,60349,29859000
2021-05-25,PB,4756,74683,174,6451,40921,29859000
2021-05-26,PB,4004,75435,185,6397,37410,29859000
2021-05-27,PB,3854,75698,177,5995,27689,29859000
2021-05-28,PB,3706,72842,176,6797,18704,29859000
2021-05-29,PB,3036,68145,125,5698,41802,29859000
2021-05-30,PB,2584,67416,127,5371,31007,29859000
2021-05-31,PB,2192,46305,118,4904,35042,29859000
2021-06-01,PB,2149,69345,99,5039,33585,29859000
2021-06-02,PB,2214,68244,99,4426,32811,29859000
2021-06-03,PB,2144,69041,92,4512,35018,29859000
2021-04-04,TT,103794,893749,477,52840,3125512,1332900000
2021-04-05,TT,96563,1211612,446,50100,4005763,1332900000
2021-04-06,TT,115312,1208329,630,59714,3966548,1332900000
2021-04-07,TT,126276,1237781,684,59137,3121199,1332900000
2021-04-08,TT,131878,1364205,802,61829,4135589,1332900000
2021-04-09,TT,144997,1173219,773,77303,3740898,1332900000
2021-04-10,TT,152565,1412047,838,90328,3519987,1332900000
2021-04-11,TT,169915,1180136,904,75380,2933418,1332900000
2021-04-12,TT,160854,1400122,880,96746,4004520,1332900000
2021-05-18,JK,3967,41015,71,3823,12970,13203000
2021-05-19,JK,3969,48565,62,4338,7688,13203000
2021-05-20,JK,4169,47432,67,4042,54594,13203000
2021-05-21,JK,3848,47159,43,4466,13437,13203000
2021-05-22,JK,3408,48604,48,4117,35744,13203000
2021-05-23,JK,3308,45157,51,4956,18926,13203000
2021-05-24,JK,2237,36272,45,3999,36765,13203000
2021-05-25,JK,2964,41394,53,3623,36524,13203000
2021-05-26,JK,3037,48058,40,4023,47955,13203000
2021-05-27,JK,2769,44001,37,4352,60177,13203000
2021-07-16,MP,15,78314,0,33,11087,82232000
2021-07-17,MP,11,77207,2,23,155570,82232000
2021-07-18,MP,18,75782,0,20,8532,82232000
2021-07-19,MP,12,65164,0,29,487984,82232000
2021-07-20,MP,19,79275,0,31,12200,82232000
2021-07-21,MP,15,80279,0,20,3134,82232000
2021-07-22,MP,17,68543,0,17,1104430,82232000
2021-07-23,MP,11,75912,0,24,59384,82232000
2021-07-24,MP,6,74285,0,29,980602,82232000
2021-07-25,MP,12,72029,0,13,28473,82232000
2021-07-26,MP,6,61903,0,14,1144982,82232000
2021-06-03,RJ,1258,51823,44,6456,100447,77264000
2021-06-04,RJ,1006,51698,40,4370,147760,77264000
2021-06-05,RJ,942,53944,32,3364,165287,77264000
2021-06-06,RJ,904,53284,25,3854,76878,77264000
2021-06-07,RJ,629,20087,31,3429,122233,77264000
2021-06-08,RJ,529,51955,32,2617,161141,77264000
2021-06-09,RJ,520,47934,30,2282,472023,77264000
2021-06-10,RJ,538,45980,23,2268,345090,77264000
2021-06-11,RJ,446,46339,27,1475,456383,77264000
2021-06-12,RJ,368,46284,16,975,310704,77264000
2021-06-13,RJ,308,44742,7,1260,112941,77264000
2021-07-16,ML,441,4996,5,264,16100,3224000
2021-07-17,ML,507,4650,8,585,10655,3224000
2021-07-18,ML,388,4431,6,483,385,3224000
2021-07-19,ML,387,3284,10,323,17423,3224000
2021-07-20,ML,500,5150,13,476,18667,3224000
2021-07-21,ML,558,5121,6,375,14438,3224000
2021-07-22,ML,513,4590,14,307,19540,3224000
2021-07-23,ML,558,5551,21,411,19613,3224000
2021-07-24,ML,693,5830,5,519,13039,3224000
2021-07-25,ML,597,5449,10,288,344,3224000
2021-05-26,LA,235,2404,2,130,2156,293000
2021-05-27,LA,141,3241,4,145,5940,293000
2021-05-28,LA,124,1992,2,172,5706,293000
2021-05-29,LA,138,2271,0,141,4023,293000
2021-05-30,LA,49,1964,1,96,20,293000
2021-05-31,LA,165,3127,1,105,5405,293000
2021-06-01,LA,88,3286,1,120,4658,293000
2021-06-02,LA,91,2368,1,140,3779,293000
2021-06-03,LA,113,3315,2,137,3447,293000
2021-06-04,LA,122,2968,1,272,3567,293000
2021-06-05,LA,71,2350,1,254,2672,293000
2021-08-16,NL,44,1293,4,111,4427,2150000
2021-08-17,NL,79,1527,2,137,5548,2150000
2021-08-18,NL,57,1697,1,88,3670,2150000
2021-08-19,NL,59,1808,0,89,1943,2150000
2021-08-20,NL,92,2233,1,76,2454,2150000
2021-08-21,NL,72,1834,0,108,905,2150000
2021-08-22,NL,35,1448,1,52,432,2150000
2021-08-23,NL,33,2118,0,87,4530,2150000
2021-08-24,NL,47,2435,1,73,4907,2150000
2021-08-25,NL,49,2423,1,62,3678,2150000
2021-08-26,NL,60,3214,0,84,2634,2150000
2021-05-09,OR,10635,48757,19,8541,6697,43671000
2021-05-10,OR,10031,48377,17,9706,125968,43671000
2021-05-11,OR,9793,46241,18,7564,99929,43671000
2021-05-12,OR,10982,49191,17,8547,56032,43671000
2021-05-13,OR,10649,51451,19,8665,48616,43671000
2021-05-14,OR,12390,56214,22,9329,45514,43671000
2021-05-15,OR,11805,57002,21,10781,34879,43671000
2021-05-16,OR,11732,56442,19,12077,1436,43671000
2021-05-17,OR,10757,58436,22,11821,60107,43671000
2021-05-18,OR,10321,56684,22,10242,105822,43671000
2021-05-19,OR,11099,60510,21,10036,74640,43671000
2021-03-24,TR,9,809,0,0,67879,3992000
2021-03-25,TR,1,975,0,1,69798,3992000
2021-03-26,TR,0,0,0,0,89322,3992000
2021-03-27,TR,10,1487,0,2,8813,3992000
2021-03-28,TR,0,0,0,0,6117,3992000
2021-03-29,TR,3,0,0,5,0,3992000
2021-03-30,TR,0,1771,0,0,29177,3992000
2021-03-31,TR,0,0,0,0,10122,3992000
2021-04-01,TR,24,1884,0,13,22405,3992000
2021-04-02,TR,4,1053,0,5,-10366,3992000
2021-02-03,KA,426,70766,2,433,270,65798000
2021-02-04,KA,474,75842,2,470,13474,65798000
2021-02-05,KA,430,74119,3,470,30480,65798000
2021-02-06,KA,531,74591,3,434,25594,65798000
2021-02-07,KA,487,74230,3,493,2583,65798000
2021-02-08,KA,328,48289,3,350,26634,65798000
2021-02-09,KA,366,60485,2,513,26289,65798000
2021-02-10,KA,415,66199,3,322,22793,65798000
2021-02-11,KA,430,68194,7,340,12520,65798000
2021-02-12,KA,380,68993,8,405,14547,65798000
2021-02-13,KA,419,66050,4,430,4607,65798000
2020-11-09,UP,1627,138253,25,1895,0,224979000
2020-11-10,UP,2121,149213,30,2201,0,224979000
2020-11-11,UP,1848,155020,20,2112,0,224979000
2020-11-12,UP,2265,152651,21,1859,0,224979000
2020-11-13,UP,2178,157083,25,2005,0,224979000
2020-11-14,UP,2301,125656,27,2002,0,224979000
2020-11-15,UP,1401,81972,18,1783,0,224979000
2020-11-16,UP,1546,73207,21,1889,0,224979000
2020-11-17,UP,1420,87527,19,1838,0,224979000
2020-11-18,UP,2346,111316,29,2529,0,224979000
2020-11-19,UP,2532,153483,39,1690,0,224979000
2020-11-20,UP,2840,161931,20,2220,0,224979000
2021-01-12,TN,671,60563,8,827,0,75695000
2021-01-13,TN,673,62683,6,821,0,75695000
2021-01-14,TN,665,60681,4,826,0,75695000
2021-01-15,TN,621,55847,5,805,0,75695000
2021-01-16,TN,610,52307,6,775,2945,75695000
2021-01-17,TN,589,52213,7,770,0,75695000
2021-01-18,TN,551,50501,8,758,13517,75695000
2021-01-19,TN,543,51461,9,772,8789,75695000
2021-01-20,TN,549,60249,9,713,8419,75695000
2021-01-21,TN,596,61023,9,705,9277,75695000
2021-01-22,TN,574,62152,8,689,8704,75695000
2021-04-01,KL,2798,54347,11,1835,88216,35125000
2021-04-02,KL,2508,51783,14,2287,230313,35125000
2021-04-03,KL,2541,44779,12,1660,129558,35125000
2021-04-04,KL,2802,45171,10,2173,34219,35125000
2021-04-05,KL,2357,40191,12,1866,146758,35125000
2021-04-06,KL,3502,59051,14,1898,28482,35125000
2021-04-07,KL,3502,60554,16,1955,89949,35125000
2021-04-08,KL,4353,63901,18,2205,207538,35125000
2021-04-09,KL,5063,63240,22,2475,218649,35125000
2021-04-10,KL,6194,61957,17,2584,188253,35125000
2021-04-11,KL,6986,65003,16,2358,66816,35125000
2021-04-10,MH,55411,219977,309,53005,290810,122153000
2021-04-11,MH,63294,263137,349,34008,268819,122153000
2021-04-12,MH,51751,208021,258,52312,337023,122153000
2021-04-13,MH,60212,237658,281,31624,224571,122153000
2021-04-14,MH,58952,242149,278,39624,371487,122153000
2021-04-15,MH,61695,234452,349,53335,387294,122153000
2021-04-16,MH,63729,272226,398,45335,374131,122153000
2021-04-17,MH,67123,272035,419,56783,252594,122153000
2021-04-18,MH,68631,273272,503,45654,134520,122153000
2021-02-20,TG,157,23702,0,157,1804,37220000
2021-04-17,UT,2757,52301,37,802,46370,11141000
2021-04-18,UT,2630,32821,12,708,2735,11141000
2021-03-28,WB,827,26545,2,457,1289,96906000
2021-06-04,PB,2005,67936,87,4314,55091,29859000
2021-06-05,PB,1878,67347,82,3619,56777,29859000
2021-04-13,TT,185306,1411758,1026,82271,2646493,1332900000
2021-05-28,JK,2803,44805,56,3637,49335,13203000
2021-05-29,JK,2253,43807,46,4334,38077,13203000
2021-05-30,JK,2256,41791,29,3805,22592,13203000
2021-05-31,JK,1525,33234,37,4070,35609,13203000
2021-06-01,JK,1895,38114,32,3682,32750,13203000
2021-06-02,JK,1718,45753,24,3391,32980,13203000
2021-06-03,JK,1801,46372,29,2694,31954,13203000
2021-06-04,JK,1723,49412,34,2731,30484,13203000
2021-06-05,JK,1448,50703,25,2615,30820,13203000
2021-06-06,JK,1440,50253,23,3099,14494,13203000
2021-07-27,MP,11,74637,0,13,59148,82232000
2021-07-28,MP,11,73357,1,18,1078053,82232000
2021-07-29,MP,18,74388,0,18,760380,82232000
2021-07-30,MP,10,72060,0,19,60492,82232000
2021-06-14,RJ,277,18918,20,1231,186008,77264000
2021-06-15,RJ,172,45638,14,1006,93120,77264000
2021-07-26,ML,569,3784,7,485,17354,3224000
2021-07-27,ML,710,6244,9,453,16469,3224000
2021-07-28,ML,541,5265,8,409,13233,3224000
2021-07-29,ML,731,5634,14,423,15456,3224000
2021-07-30,ML,569,5536,11,517,13073,3224000
2021-07-31,ML,686,5623,12,499,13011,3224000
2021-08-01,ML,589,5624,11,501,170,3224000
2021-08-02,ML,350,3433,13,537,12116,3224000
2021-08-03,ML,556,6187,9,816,11859,3224000
2021-08-04,ML,521,5657,7,572,10316,3224000
2021-06-06,LA,50,1705,0,131,4,293000
2021-06-07,LA,61,2265,0,139,2589,293000
2021-06-08,LA,72,3623,0,142,1442,293000
2021-06-09,LA,55,2246,0,71,1747,293000
2021-06-10,LA,90,2823,2,160,2540,293000
2021-06-11,LA,31,2305,0,88,3148,293000
2021-06-12,LA,38,2450,0,88,1921,293000
2021-08-27,NL,63,2392,2,78,3576,2150000
2021-08-28,NL,79,1996,0,66,0,2150000
2021-08-29,NL,52,1370,148,64,1383,2150000
2021-08-30,NL,31,1397,-145,70,2664,2150000
2021-08-31,NL,80,2118,3,27,6682,2150000
2021-09-01,NL,74,1942,0,76,5469,2150000
2021-09-02,NL,47,2292,-10,66,4067,2150000
2021-09-03,NL,40,2296,16,56,5494,2150000
2021-09-04,NL,58,1975,0,58,1785,2150000
2021-09-05,NL,54,1486,0,66,1537,2150000
2021-09-06,NL,32,2320,5,44,8836,2150000
2021-09-07,NL,47,2219,1,50,9226,2150000
2021-05-20,OR,11498,60598,25,9870,144640,43671000
2021-05-21,OR,12523,61665,27,10881,50243,43671000
2021-05-22,OR,11108,60759,26,10601,85281,43671000
2021-05-23,OR,12852,67156,28,11627,16227,43671000
2021-05-24,OR,11059,66512,32,11614,112109,43671000
2021-05-25,OR,10939,62261,33,11769,97192,43671000
2021-05-26,OR,11623,69407,35,10635,50348,43671000
2021-05-27,OR,6736,46241,34,11551,101967,43671000
2021-05-28,OR,7216,43768,33,11954,124552,43671000
2021-05-29,OR,7188,48649,35,11513,104672,43671000
2021-05-30,OR,9541,66057,33,11881,18934,43671000
2021-04-03,TR,2,499,0,5,11723,3992000
2021-04-04,TR,14,1225,0,0,9404,3992000
2021-04-05,TR,3,509,0,10,15794,3992000
2021-04-06,TR,14,1402,0,6,13534,3992000
2021-04-07,TR,21,1134,1,1,7189,3992000
2021-04-08,TR,37,1512,0,3,18832,3992000
2021-04-09,TR,32,1686,0,8,17307,3992000
2021-04-10,TR,41,1447,0,1,9120,3992000
2021-04-11,TR,48,1867,0,0,6819,3992000
2021-04-12,TR,10,871,1,2,13828,3992000
2021-04-13,TR,62,2099,0,7,9462,3992000
2021-02-14,KA,414,60876,2,486,75,65798000
2021-02-15,KA,368,42245,2,430,16242,65798000
2021-02-16,KA,438,47028,6,344,21582,65798000
2021-02-17,KA,378,54624,3,537,31035,65798000
2021-02-18,KA,406,59635,6,306,17598,65798000
2021-02-19,KA,386,61440,5,291,46729,65798000
2021-02-20,KA,490,58390,5,389,24878,65798000
2021-02-21,KA,413,55234,2,353,1077,65798000
2021-02-22,KA,317,45868,5,287,38589,65798000
2021-02-23,KA,383,50827,4,378,33396,65798000
2021-02-24,KA,334,63042,6,313,38309,65798000
2020-11-21,UP,2235,173660,24,2097,0,224979000
2020-11-22,UP,2557,175247,35,2187,0,224979000
2020-11-23,UP,2053,135882,23,2060,0,224979000
2020-11-24,UP,2217,170478,33,2032,0,224979000
2020-11-25,UP,2305,178716,29,1328,0,224979000
2020-11-26,UP,2094,165426,30,1518,0,224979000
2020-11-27,UP,2298,183494,23,2058,0,224979000
2020-11-28,UP,2152,174885,21,2527,0,224979000
2020-11-29,UP,1974,175548,24,2618,0,224979000
2020-11-30,UP,2015,152418,19,2472,0,224979000
2020-12-01,UP,1657,144026,27,2059,0,224979000
2021-01-23,TN,586,63073,2,673,7575,75695000
2021-01-24,TN,569,62619,7,642,2494,75695000
2021-01-25,TN,540,55919,4,627,7307,75695000
2021-01-26,TN,523,55815,5,595,4926,75695000
2021-01-27,TN,512,56098,8,564,8086,75695000
2021-01-28,TN,503,52457,6,544,6428,75695000
2021-01-29,TN,509,52520,6,531,8659,75695000
2021-01-30,TN,505,52725,5,526,8695,75695000
2021-01-31,TN,508,54043,6,523,0,75695000
2021-02-01,TN,502,51664,7,517,6866,75695000
2021-02-02,TN,510,51644,4,521,8058,75695000
2021-02-03,TN,514,53649,4,533,12689,75695000
2021-04-12,KL,5692,45417,11,2474,267515,35125000
2021-04-13,KL,7515,73441,20,2959,169348,35125000
2021-04-14,KL,8778,65258,22,2642,19952,35125000
2021-04-15,KL,8126,60900,20,2700,209532,35125000
2021-04-16,KL,10031,67775,21,3792,184956,35125000
2021-04-17,KL,13835,81211,27,3654,150581,35125000
2021-04-18,KL,18257,108898,25,4565,37679,35125000
2021-04-19,KL,13644,87275,21,4305,156573,35125000
2021-04-20,KL,19577,112221,28,3880,217028,35125000
2021-04-21,KL,22414,121763,22,5431,109921,35125000
2021-04-22,KL,26995,135177,28,6370,150363,35125000
2021-04-19,MH,58924,221626,351,52412,376293,122153000
2021-04-20,MH,62097,265925,519,54224,294734,122153000
2021-04-21,MH,67468,272744,568,54985,334970,122153000
2021-04-22,MH,67013,281506,568,62298,395179,122153000
2021-04-23,MH,66836,277610,773,74045,324843,122153000
2021-04-24,MH,67160,286412,676,63818,230221,122153000
2021-04-25,MH,66191,289535,832,61450,112503,122153000
2021-04-26,MH,48700,222475,524,71736,563827,122153000
2021-04-27,MH,66358,282719,895,67752,415824,122153000
2021-04-28,MH,63309,273125,1035,61181,255795,122153000
2021-04-29,MH,66159,288213,771,68537,292991,122153000
2021-02-21,TG,163,23607,1,146,0,37220000
2021-02-22,TG,114,14744,1,143,19169,37220000
2021-02-23,TG,0,0,0,0,248,37220000
2021-02-24,TG,345,0,4,297,2421,37220000
2021-02-25,TG,207,0,1,99,8108,37220000
2021-02-26,TG,189,147161,2,129,21713,37220000
2021-02-27,TG,178,40821,1,148,0,37220000
2021-02-28,TG,176,40985,1,163,0,37220000
2021-03-01,TG,116,20375,0,165,4483,37220000
2021-03-02,TG,163,40181,1,157,11055,37220000
2021-03-03,TG,168,40444,0,163,15474,37220000
2021-03-04,TG,152,41201,2,114,21207,37220000
2021-04-19,UT,2160,30330,24,532,60019,11141000
2021-04-20,UT,3012,28024,27,734,50448,11141000
2021-04-21,UT,4807,36657,34,894,37200,11141000
2021-04-22,UT,3998,36446,19,1744,51712,11141000
2021-04-23,UT,4339,36069,49,1179,42830,11141000
2021-04-24,UT,5084,36309,81,1466,40424,11141000
2021-04-25,UT,4368,37580,44,1748,17182,11141000
2021-04-26,UT,5058,63120,67,1601,50504,11141000
2021-04-27,UT,5703,37874,96,1471,33026,11141000
2021-04-28,UT,6054,42438,108,3485,38714,11141000
2021-04-29,UT,6251,34597,85,3129,43356,11141000
2021-03-29,WB,639,18116,1,462,21891,96906000
2021-03-30,WB,628,17869,2,475,202478,96906000
2021-03-31,WB,982,23537,2,508,139063,96906000
2021-04-01,WB,1274,25766,2,534,189103,96906000
2021-04-02,WB,1733,26986,4,550,353013,96906000
2021-04-03,WB,1736,26114,5,579,186206,96906000
2021-04-04,WB,1957,26768,4,644,154317,96906000
2021-04-05,WB,1961,26174,4,664,428565,96906000
2021-04-06,WB,2058,29394,7,722,332119,96906000
2021-04-07,WB,2390,29394,8,867,182031,96906000
2021-04-08,WB,2783,33499,7,957,257174,96906000
2021-06-06,PB,1563,62742,67,3790,36154,29859000
2021-06-07,PB,1269,37875,84,3350,45029,29859000
2021-06-08,PB,1252,63484,59,2642,60510,29859000
2021-06-09,PB,1393,61831,74,2521,32031,29859000
2021-06-10,PB,1311,56746,74,2337,26449,29859000
2021-06-11,PB,1201,60654,68,2071,55862,29859000
2021-06-12,PB,961,55468,68,2135,95468,29859000
2021-06-13,PB,956,54163,59,1980,88313,29859000
