dates,state,confirmed,tested,deceased,recovered,vaccinated,population
2020-09-20,MZ,30,1744,0,13,0,1192000
2020-07-05,NL,27,604,0,3,0,2150000
2020-07-06,NL,35,617,0,12,0,2150000
2020-07-07,NL,19,725,0,60,0,2150000
2020-07-08,NL,13,771,0,1,0,2150000
2020-07-09,NL,16,717,0,0,0,2150000
2020-07-10,NL,59,705,0,0,0,2150000
2020-07-11,NL,16,663,0,9,0,2150000
2020-07-12,NL,26,920,0,14,0,2150000
2020-03-17,OR,0,0,0,0,0,43671000
2020-03-18,OR,0,0,0,0,0,43671000
2020-03-19,OR,1,0,0,0,0,43671000
2020-03-20,OR,0,0,0,0,0,43671000
2020-03-21,OR,0,0,0,0,0,43671000
2020-03-22,OR,0,0,0,0,0,43671000
2020-03-23,OR,0,0,0,0,0,43671000
2020-09-30,MN,237,3132,2,421,0,3103000
2020-10-01,MN,128,2222,1,181,0,3103000
2020-10-02,MN,286,2899,1,351,0,3103000
2020-10-03,MN,252,3320,2,89,0,3103000
2020-10-04,MN,206,2348,3,124,0,3103000
2020-10-05,MN,250,1772,1,129,0,3103000
2020-10-06,MN,135,2381,3,148,0,3103000
2020-10-07,MN,249,3145,2,122,0,3103000
2020-10-08,MN,190,12206,3,115,0,3103000
2020-10-09,MN,131,11674,3,147,0,3103000
2020-10-10,MN,282,5293,2,440,0,3103000
2020-03-10,PB,0,0,0,0,0,29859000
2020-03-11,PB,0,0,0,0,0,29859000
2020-03-12,PB,0,0,0,0,0,29859000
2020-03-13,PB,0,0,0,0,0,29859000
2020-03-14,PB,0,0,0,0,0,29859000
2020-03-15,PB,0,0,0,0,0,29859000
2020-03-16,PB,0,0,0,0,0,29859000
2020-03-17,PB,0,0,0,0,0,29859000
2020-03-18,PB,0,0,0,0,0,29859000
2020-03-19,PB,1,0,0,0,0,29859000
2020-03-20,PB,1,0,0,0,0,29859000
2020-04-09,MP,70,1079,9,0,0,82232000
2020-04-10,MP,40,1914,3,12,0,82232000
2020-04-11,MP,78,1467,4,1,0,82232000
2020-04-12,MP,33,1965,3,3,0,82232000
2020-04-13,MP,52,0,7,10,0,82232000
2020-04-14,MP,127,-2376,3,13,0,82232000
2020-04-15,MP,197,1491,0,0,0,82232000
2020-04-16,MP,226,3896,2,6,0,82232000
2020-04-17,MP,146,1810,14,0,0,82232000
2020-04-18,MP,92,-324,0,57,0,82232000
2021-05-29,LD,89,1902,2,218,515,68000
2021-05-30,LD,297,3302,1,137,667,68000
2021-05-31,LD,149,3191,1,483,825,68000
2021-06-01,LD,89,2206,0,322,932,68000
2021-06-02,LD,169,2463,2,266,711,68000
2021-06-03,LD,144,2334,0,256,1017,68000
2021-06-04,LD,89,1875,1,234,994,68000
2021-06-05,LD,99,1634,2,143,944,68000
2021-06-06,LD,70,1267,0,225,774,68000
2021-06-07,LD,38,813,3,195,1228,68000
2021-03-01,SK,0,15,0,1,1086,664000
2021-03-02,SK,2,97,0,10,1032,664000
2021-03-03,SK,3,209,0,11,1488,664000
2021-03-04,SK,4,105,0,1,2112,664000
2021-03-05,SK,3,151,0,0,2963,664000
2021-03-06,SK,10,0,0,1,1869,664000
2021-03-07,SK,7,376,0,1,0,664000
2021-03-08,SK,0,15,0,0,3629,664000
2021-03-09,SK,1,156,0,1,3218,664000
2021-03-10,SK,3,193,0,4,3941,664000
2020-03-15,RJ,0,0,0,0,0,77264000
2020-03-16,RJ,0,0,0,0,0,77264000
2020-03-17,RJ,0,0,0,0,0,77264000
2020-03-18,RJ,3,0,0,0,0,77264000
2020-03-19,RJ,2,0,0,0,0,77264000
2020-03-20,RJ,8,0,0,0,0,77264000
2020-03-21,RJ,7,0,0,0,0,77264000
2020-03-22,RJ,5,0,0,0,0,77264000
2020-03-23,RJ,3,0,0,0,0,77264000
2020-03-24,RJ,0,0,0,0,0,77264000
2020-06-01,ML,1,346,0,0,0,3224000
2020-06-02,ML,2,607,0,0,0,3224000
2020-06-03,ML,3,291,0,1,0,3224000
2020-06-04,ML,0,370,0,0,0,3224000
2020-06-05,ML,0,197,0,0,0,3224000
2020-06-06,ML,0,474,0,0,0,3224000
2020-06-07,ML,3,0,0,0,0,3224000
2020-06-08,ML,3,680,0,0,0,3224000
2020-06-09,ML,4,501,0,0,0,3224000
2020-06-10,ML,1,258,0,0,0,3224000
2020-08-09,PY,259,958,7,147,0,1504000
2020-08-10,PY,242,912,2,154,0,1504000
2020-08-11,PY,276,967,2,177,0,1504000
2020-08-12,PY,481,1227,5,144,0,1504000
2020-08-13,PY,299,1080,6,152,0,1504000
2020-08-14,PY,315,1481,4,181,0,1504000
2020-08-15,PY,359,1349,0,215,0,1504000
2020-04-22,LA,0,0,0,0,0,293000
2020-04-23,LA,0,0,0,2,0,293000
2020-04-24,LA,0,0,0,0,0,293000
2020-04-25,LA,2,0,0,0,0,293000
2020-04-26,LA,0,0,0,0,0,293000
2020-04-27,LA,0,0,0,0,0,293000
2020-04-28,LA,2,0,0,0,0,293000
2020-04-29,LA,0,812,0,1,0,293000
2020-04-30,LA,0,296,0,0,0,293000
2020-05-01,LA,0,185,0,0,0,293000
2020-09-21,MZ,7,1648,0,10,0,1192000
2020-09-22,MZ,106,1905,0,11,0,1192000
2020-09-23,MZ,22,2008,0,72,0,1192000
2020-09-24,MZ,46,2020,0,9,0,1192000
2020-09-25,MZ,27,2143,0,184,0,1192000
2020-09-26,MZ,49,1927,0,28,0,1192000
2020-09-27,MZ,30,1916,0,52,0,1192000
2020-09-28,MZ,43,1226,0,49,0,1192000
2020-09-29,MZ,50,1424,0,131,0,1192000
2020-09-30,MZ,28,1515,0,50,0,1192000
2020-07-13,NL,71,1166,0,13,0,2150000
2020-07-14,NL,51,776,0,6,0,2150000
2020-07-15,NL,6,494,0,2,0,2150000
2020-07-16,NL,14,599,0,43,0,2150000
2020-07-17,NL,40,452,0,14,0,2150000
2020-07-18,NL,22,620,0,27,0,2150000
2020-07-19,NL,10,234,0,13,0,2150000
2020-07-20,NL,33,668,0,39,0,2150000
2020-07-21,NL,9,580,0,1,0,2150000
2020-03-24,OR,0,0,0,0,0,43671000
2020-03-25,OR,0,0,0,0,0,43671000
2020-01-30,KL,1,0,0,0,0,35125000
2020-01-30,TT,1,0,0,0,0,1332900000
2020-10-11,MN,234,3355,3,198,0,3103000
2020-10-12,MN,230,12224,2,203,0,3103000
2020-10-13,MN,237,2376,4,122,0,3103000
2020-10-14,MN,301,0,6,86,0,3103000
2020-03-21,PB,10,0,0,0,0,29859000
2020-03-22,PB,8,0,0,0,0,29859000
2020-03-23,PB,2,0,0,0,0,29859000
2020-03-24,PB,6,0,0,0,0,29859000
2020-03-25,PB,2,0,0,0,0,29859000
2020-03-26,PB,2,0,0,0,0,29859000
2020-03-27,PB,5,0,0,0,0,29859000
2020-03-28,PB,0,0,0,0,0,29859000
2020-03-29,PB,0,0,1,1,0,29859000
2020-04-19,MP,5,2857,3,4,0,82232000
2020-04-20,MP,78,1307,4,7,0,82232000
